date,title,trail_text,source,section,url,query,sentiment_text,news_finbert_positive_prob,news_finbert_negative_prob,news_finbert_neutral_prob,news_finbert_score,news_sentiment_label
2018-04-20,"'Ruthless, careless and irresponsible': readers share banking nightmares",The sheer scale of malpractice uncovered over the past week could lead top the banking royal commission being extended,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/21/banking-royal-commission-australia-readers-share-experiences,"""Commonwealth Bank""","'Ruthless, careless and irresponsible': readers share banking nightmares The sheer scale of malpractice uncovered over the past week could lead top the banking royal commission being extended",0.014650966,0.9149147,0.07043435,-0.9002638,negative
2018-04-22,Banking royal commission: Labor asks Turnbull for compensation scheme,"Letter to prime minister calls for inquiry extension, victim compensation and apology from Coalition ",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/23/banking-royal-commission-labor-asks-turnbull-for-compensation-scheme,"""Commonwealth Bank""","Banking royal commission: Labor asks Turnbull for compensation scheme Letter to prime minister calls for inquiry extension, victim compensation and apology from Coalition",0.08399229,0.46600282,0.45000488,-0.38201052,negative
2018-04-22,Coalition narrows gap in latest Newspoll as PM defends resisting banking inquiry,Turnbull says delay helped put ‘customers first’ as poll shows government behind the opposition 49% to 51% on the two-party-preferred measure ,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/23/coalition-narrows-gap-newspoll-government-31st-loss,"""Commonwealth Bank""",Coalition narrows gap in latest Newspoll as PM defends resisting banking inquiry Turnbull says delay helped put ‘customers first’ as poll shows government behind the opposition 49% to 51% on the two-party-preferred measure,0.6145345,0.19952558,0.18593995,0.4150089,positive
2018-04-23,Australia was conned by financial regulators. And now we'll pay the price,"Politicians, regulators and the media must all be held to account for failing to expose wrongdoing uncovered in the banking royal commission",The Guardian,Australia news,https://www.theguardian.com/australia-news/commentisfree/2018/apr/23/australia-was-conned-by-financial-regulators-and-now-well-pay-the-price,"""Commonwealth Bank""","Australia was conned by financial regulators. And now we'll pay the price Politicians, regulators and the media must all be held to account for failing to expose wrongdoing uncovered in the banking royal commission",0.041620925,0.5086762,0.4497029,-0.46705526,negative
2018-04-23,Banking royal commission: AMP says adviser with conflict a 'grave concern' – as it happened,"Commission continues with further cases of inappropriate advice involving ANZ and AMP, then NAB financial advisers. Follow it live …",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/apr/23/banking-royal-commission-anz-amp-nab-evidence-live,"""Commonwealth Bank""","Banking royal commission: AMP says adviser with conflict a 'grave concern' – as it happened Commission continues with further cases of inappropriate advice involving ANZ and AMP, then NAB financial advisers. Follow it live …",0.021578118,0.2000394,0.7783825,-0.17846128,neutral
2018-04-26,Financial advice firm declines to assist banking royal commission – as it happened,Dover Financial appears to have<strong> </strong>not properly answered a notice to produce documentation from the commission,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/apr/26/banking-royal-commission-penalties-for-financial-advisers-in-spotlight-live,"""Commonwealth Bank""",Financial advice firm declines to assist banking royal commission – as it happened Dover Financial appears to have<strong> </strong>not properly answered a notice to produce documentation from the commission,0.013384922,0.88828206,0.098332964,-0.8748971,negative
2018-04-27,"Banking royal commission: Westpac, AMP and CBA may have breached Corporations Act – as it happened",Sam Henderson’s firm Henderson Maxwell recommended for criminal charges,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/apr/27/banking-royal-commission-financial-advice-groups-under-microscope-live,"""Commonwealth Bank""","Banking royal commission: Westpac, AMP and CBA may have breached Corporations Act – as it happened Sam Henderson’s firm Henderson Maxwell recommended for criminal charges",0.019708533,0.8878179,0.09247353,-0.8681094,negative
2018-04-30,'Money for jam': Commonwealth Bank accused after damning regulator's report,Scott Morrison says report showing executives are unaccountable ‘needs to be on the agenda’ of every board in the country ,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/01/commonwealth-bank-accused-damning-regulators-report,"""Commonwealth Bank""",'Money for jam': Commonwealth Bank accused after damning regulator's report Scott Morrison says report showing executives are unaccountable ‘needs to be on the agenda’ of every board in the country,0.017271476,0.9330601,0.049668394,-0.91578865,negative
2018-05-01,Annual capital city home values fall for the first time since 2012,"Regional centres outpace cities, as tighter lending standards continue to bite",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/01/annual-capital-city-home-values-fall-for-the-first-time-since-2012,"""Commonwealth Bank""","Annual capital city home values fall for the first time since 2012 Regional centres outpace cities, as tighter lending standards continue to bite",0.00906093,0.9729364,0.018002627,-0.9638755,negative
2018-05-01,Morning mail: warning Murray-Darling plan was likely unlawful,"Wednesday: There’s a fundamental legal error, Murray-Darling royal commission chair says. Plus, Trump tweets about Mueller questions",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/02/morning-mail-murray-darling-plan-unlawful-trump-leaks-elderly-drivers,"""Commonwealth Bank""","Morning mail: warning Murray-Darling plan was likely unlawful Wednesday: There’s a fundamental legal error, Murray-Darling royal commission chair says. Plus, Trump tweets about Mueller questions",0.017580403,0.77858466,0.20383494,-0.76100427,negative
2018-05-02,"Company tax cut plan doomed, chair of directors group says",Elizabeth Proust calls for focus to shift from business cuts to broader tax reform,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/02/company-tax-cut-plan-doomed-head-of-directors-group-says,"""Commonwealth Bank""","Company tax cut plan doomed, chair of directors group says Elizabeth Proust calls for focus to shift from business cuts to broader tax reform",0.35211933,0.020840403,0.62704027,0.33127892,neutral
2018-05-02,Tony Abbott on ABC breach: I’m not asking for an apology … but I should get one,Former PM complains of ‘chronic bias’ in broadcaster and says ‘ordinary decency’ requires a mea culpa,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/02/tony-abbott-on-abc-breach-im-not-asking-for-an-apology-but-i-should-get-one,"""Commonwealth Bank""",Tony Abbott on ABC breach: I’m not asking for an apology … but I should get one Former PM complains of ‘chronic bias’ in broadcaster and says ‘ordinary decency’ requires a mea culpa,0.032074373,0.8307251,0.13720058,-0.7986507,negative
2018-05-02,Morning mail: Commonwealth Bank loses data for 20m accounts,<strong>Thursday: </strong>Bank’s CEO assures customers no action is required by them. Plus: Cambridge Analytica to close after Facebook data scandal,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/03/morning-mail-commbank-loses-data-cambridge-analytica-shuts-abbott-under-fire,"""Commonwealth Bank""",Morning mail: Commonwealth Bank loses data for 20m accounts <strong>Thursday: </strong>Bank’s CEO assures customers no action is required by them. Plus: Cambridge Analytica to close after Facebook data scandal,0.007134727,0.95751786,0.035347395,-0.9503831,negative
2018-05-03,Commonwealth Bank: information watchdog 'dropped the ball' over huge data loss,Privacy campaigners say Australia’s information commissioner should have told the public of the loss of 19m account details,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/03/commonwealth-bank-information-watchdog-dropped-the-ball-over-huge-data-loss,"""Commonwealth Bank""",Commonwealth Bank: information watchdog 'dropped the ball' over huge data loss Privacy campaigners say Australia’s information commissioner should have told the public of the loss of 19m account details,0.012205851,0.94625485,0.04153924,-0.934049,negative
2018-05-03,Coalition berates Commonwealth Bank over failure to notify customers after data breach,Christian Porter says loss of backup tapes with details of almost 20 million accounts ‘very disappointing’,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/03/coalition-berates-commonwealth-bank-over-failure-to-notify-customers-after-data-breach,"""Commonwealth Bank""",Coalition berates Commonwealth Bank over failure to notify customers after data breach Christian Porter says loss of backup tapes with details of almost 20 million accounts ‘very disappointing’,0.010098704,0.97154474,0.018356474,-0.96144605,negative
2018-05-03,"Commonwealth Bank board 'asleep at the wheel' during scandals, advocates say",Former treasurer Peter Costello says bank boards ‘complacent’ since surviving global financial crisis,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/04/commonwealth-bank-board-asleep-at-the-wheel-during-scandals-advocates-say,"""Commonwealth Bank""","Commonwealth Bank board 'asleep at the wheel' during scandals, advocates say Former treasurer Peter Costello says bank boards ‘complacent’ since surviving global financial crisis",0.057689108,0.7708747,0.17143622,-0.71318555,negative
2018-05-04,Laughing all the way to the bank? The banks are – with impunity,"The excuses being made for banking scandals are hilarious, but the unwillingness to accept the problem’s scope is no joke",The Guardian,Opinion,https://www.theguardian.com/commentisfree/2018/may/04/laughing-all-the-way-to-the-bank-the-banks-are-with-impunity,"""Commonwealth Bank""","Laughing all the way to the bank? The banks are – with impunity The excuses being made for banking scandals are hilarious, but the unwillingness to accept the problem’s scope is no joke",0.03487563,0.47906262,0.48606178,-0.444187,neutral
2018-05-07,Labor accuses Coalition of ignoring its own 'debt emergency' – as it happened,Scott Morrison pushed tax and infrastructure budget measures as Peter Dutton stressed people-smuggling still a threat,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/may/07/scott-morrison-pushes-tax-and-infrastructure-budget-measures-politics-live,"""Commonwealth Bank""",Labor accuses Coalition of ignoring its own 'debt emergency' – as it happened Scott Morrison pushed tax and infrastructure budget measures as Peter Dutton stressed people-smuggling still a threat,0.023068083,0.91652995,0.06040199,-0.8934619,negative
2018-05-08,AMP’s three female non-executive directors to step down,Move comes after two faced opposition from shareholders at this week’s AGM following damaging revelations about company at the banking royal commission,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/08/amps-three-female-non-executive-directors-to-step-down,"""Commonwealth Bank""",AMP’s three female non-executive directors to step down Move comes after two faced opposition from shareholders at this week’s AGM following damaging revelations about company at the banking royal commission,0.012775965,0.90178907,0.08543493,-0.8890131,negative
2018-05-08,Treasurer faces tax battle after revealing budget focused on next election – as it happened,"Scott Morrison insists all of tax package needs to be legislated together, including flat tax rate",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/may/08/budget-2018-peter-costello-slams-budget-management,"""Commonwealth Bank""","Treasurer faces tax battle after revealing budget focused on next election – as it happened Scott Morrison insists all of tax package needs to be legislated together, including flat tax rate",0.08423235,0.24470848,0.67105913,-0.16047612,neutral
2018-05-19,Commonwealth Bank apologises for staff manipulation of children's accounts,Dormant Dollamite accounts were activated with loose change in order to spruik sales and bonus targets,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/19/commonwealth-bank-apologises-for-staff-manipulation-of-childrens-accounts,"""Commonwealth Bank""",Commonwealth Bank apologises for staff manipulation of children's accounts Dormant Dollamite accounts were activated with loose change in order to spruik sales and bonus targets,0.016660769,0.9280614,0.055277817,-0.9114007,negative
2018-05-20,Greens rule out supporting tax cuts of either major party,Richard Di Natale says both parties’ plans will worsen inequality and cut vital revenue for essential services,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/21/greens-rule-out-supporting-tax-cuts-of-either-major-party,"""Commonwealth Bank""",Greens rule out supporting tax cuts of either major party Richard Di Natale says both parties’ plans will worsen inequality and cut vital revenue for essential services,0.028403176,0.9313179,0.040278837,-0.90291476,negative
2018-05-21,Labor uses female MPs in question time to make gender point – as it happened,"On the other side, a group of the Coalition women walked in around the same time as the prime minister",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/may/21/government-backbenchers-push-ahead-with-live-export-ban-politics-live,"""Commonwealth Bank""","Labor uses female MPs in question time to make gender point – as it happened On the other side, a group of the Coalition women walked in around the same time as the prime minister",0.04024838,0.12788956,0.8318621,-0.08764118,neutral
2018-05-21,Banking royal commission: Westpac made claim against chronically ill pensioner's house,"Bank had allowed woman to be guarantor for daughter’s loan, and daughter’s business failed",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/21/westpac-made-claim-against-house-of-pensioner-with-chronic-poor-health,"""Commonwealth Bank""","Banking royal commission: Westpac made claim against chronically ill pensioner's house Bank had allowed woman to be guarantor for daughter’s loan, and daughter’s business failed",0.023832195,0.8190905,0.15707736,-0.7952583,negative
2018-05-25,Buyers – and sellers – beware as royal commission exposes banking's risky business,Hearings reveal more tales of reckless lending by banks – but also show that borrowers will take huge risks to make their dreams come true ,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/26/buyers-and-sellers-beware-as-royal-commission-exposes-bankings-risky-business,"""Commonwealth Bank""",Buyers – and sellers – beware as royal commission exposes banking's risky business Hearings reveal more tales of reckless lending by banks – but also show that borrowers will take huge risks to make their dreams come true,0.112531416,0.252816,0.6346526,-0.14028457,neutral
2018-05-27,Morning mail: Giuliani admits 'Spygate' tactics,<strong>Monday: </strong>Lawyer admits he’s trying to sway public opinion by attacking FBI investigation. Plus: top 20% to benefit from flatter tax plan,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/28/morning-mail-giulianis-trump-pr-wealthy-tax-cuts-ricciardos-f1-win,"""Commonwealth Bank""",Morning mail: Giuliani admits 'Spygate' tactics <strong>Monday: </strong>Lawyer admits he’s trying to sway public opinion by attacking FBI investigation. Plus: top 20% to benefit from flatter tax plan,0.88886404,0.048004657,0.06313138,0.8408594,positive
2018-05-28,Ombudsman admits ruling over widow's loan repayment was wrong,Philip Field tells royal commission he regrets ruling that woman repay Suncorp loan in 12-18 months,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/28/ombudsman-admits-ruling-over-widows-loan-repayment-was-wrong,"""Commonwealth Bank""",Ombudsman admits ruling over widow's loan repayment was wrong Philip Field tells royal commission he regrets ruling that woman repay Suncorp loan in 12-18 months,0.038532406,0.7396314,0.22183624,-0.70109904,negative
2018-05-29,Morning mail: Coalition's face-matching plan 'high risk',"<strong>Wednesday: </strong>Proposed technology racist and ‘insufficient’, says human rights legal group. Plus: Roseanne axed over ‘abhorrent’ tweets",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/30/morning-mail-face-matching-risk-roseanne-axed-spidermans-new-job,"""Commonwealth Bank""","Morning mail: Coalition's face-matching plan 'high risk' <strong>Wednesday: </strong>Proposed technology racist and ‘insufficient’, says human rights legal group. Plus: Roseanne axed over ‘abhorrent’ tweets",0.014485027,0.9210877,0.06442724,-0.9066027,negative
2018-05-31,Greg Hunt admits to 'strong conversation' with department head – as it happened,"Health minister also repeats apology for inappropriate language directed at mayor of Katherine. All the day’s events, live",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/may/31/greg-hunt-brian-burston-coalition-labor-politics-live,"""Commonwealth Bank""","Greg Hunt admits to 'strong conversation' with department head – as it happened Health minister also repeats apology for inappropriate language directed at mayor of Katherine. All the day’s events, live",0.033674303,0.13377039,0.83255535,-0.10009609,neutral
2018-06-04,Commonwealth Bank agrees to pay $700m to settle money laundering lawsuit,If federal court accepts offer it will be largest civil penalty in Australia’s corporate history,The Guardian,News,https://www.theguardian.com/news/2018/jun/04/commonwealth-bank-agrees-to-pay-700m-to-settle-money-laundering-lawsuit,"""Commonwealth Bank""",Commonwealth Bank agrees to pay $700m to settle money laundering lawsuit If federal court accepts offer it will be largest civil penalty in Australia’s corporate history,0.35367876,0.2873389,0.35898235,0.06633985,neutral
2018-06-05,Steve Ciobo overturned mining loan ban without consulting department,Exclusive: Decision meant Coalition could start funding coalmining projects while banks retreated,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jun/06/steve-ciobo-overturned-mining-loan-ban-without-consulting-department,"""Commonwealth Bank""",Steve Ciobo overturned mining loan ban without consulting department Exclusive: Decision meant Coalition could start funding coalmining projects while banks retreated,0.54688126,0.026070097,0.42704865,0.52081114,positive
2018-06-07,PageUp data breach: thousands of job seekers' details potentially exposed,Software provider used by companies for job applications has been hacked,The Guardian,Technology,https://www.theguardian.com/technology/2018/jun/07/thousands-of-job-seekers-details-potentially-exposed-in-hack,"""Commonwealth Bank""",PageUp data breach: thousands of job seekers' details potentially exposed Software provider used by companies for job applications has been hacked,0.008021011,0.95176023,0.040218737,-0.94373924,negative
2018-06-08,Australia's banks dodged the financial crisis. Then they got complacent,"Seeds were sown for scandals and inquiries in the aftermath of 2008, says a former top banker",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jun/09/australias-banks-dodged-the-financial-crisis-then-they-got-complacent,"""Commonwealth Bank""","Australia's banks dodged the financial crisis. Then they got complacent Seeds were sown for scandals and inquiries in the aftermath of 2008, says a former top banker",0.04535559,0.7158812,0.23876321,-0.67052567,negative
2018-06-23,"Forced asset sales by banks destroying farmers' lives, Nationals senator says",John Williams wants royal commission to investigate the practice and calls for tougher penalties,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jun/23/forced-asset-sales-by-banks-destroying-farmers-lives-nationals-senator-says,"""Commonwealth Bank""","Forced asset sales by banks destroying farmers' lives, Nationals senator says John Williams wants royal commission to investigate the practice and calls for tougher penalties",0.058863834,0.61484826,0.32628787,-0.55598444,negative
2018-06-25,Labor targets Turnbull over penalty rates as Shorten defends union record – as it happened,"Morrison ups the pressure on Labor to back company tax cuts while Labor says targeting PM in latest ad is ‘entirely legitimate’. All the day’s events, live",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/jun/25/coalition-polls-tax-hanson-politics-live,"""Commonwealth Bank""","Labor targets Turnbull over penalty rates as Shorten defends union record – as it happened Morrison ups the pressure on Labor to back company tax cuts while Labor says targeting PM in latest ad is ‘entirely legitimate’. All the day’s events, live",0.048940826,0.18577504,0.7652842,-0.13683422,neutral
2018-06-28,Labor asks about 'any agreements with One Nation in last 48 hours' – as it happened,"Meanwhile, Andrew Wilkie says prosecuting Timor-Leste bugging whistleblower is ‘insane’. All the day’s events, live",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/jun/28/politics-coalition-labor-tax-shorten-turnbull,"""Commonwealth Bank""","Labor asks about 'any agreements with One Nation in last 48 hours' – as it happened Meanwhile, Andrew Wilkie says prosecuting Timor-Leste bugging whistleblower is ‘insane’. All the day’s events, live",0.030111354,0.14591236,0.8239762,-0.11580101,neutral
2018-07-23,One Nation candidate sold debt-laden company to Irish novice labourer who had left Australia,"Exclusive: Longman candidate Matthew Stephen gave incorrect information to government regulator about transfer of tiling company subject to $13,000 damages",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jul/23/one-nation-election-longman-candidate-matthew-stephen-company-debt-irish-labourer,"""Commonwealth Bank""","One Nation candidate sold debt-laden company to Irish novice labourer who had left Australia Exclusive: Longman candidate Matthew Stephen gave incorrect information to government regulator about transfer of tiling company subject to $13,000 damages",0.015472204,0.8229339,0.16159388,-0.8074617,negative
2018-07-25,Most Australians' wages have declined but CEO pay is better than ever,"Workers in private sector, who are 85% of the workforce, are experiencing wages growth well below inflation",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jul/25/most-australians-wages-have-declined-but-ceo-pay-is-better-than-ever,"""Commonwealth Bank""","Most Australians' wages have declined but CEO pay is better than ever Workers in private sector, who are 85% of the workforce, are experiencing wages growth well below inflation",0.025686188,0.9551349,0.019178886,-0.9294487,negative
2018-07-31,PM personally approved $443m fund for tiny Barrier Reef foundation,Head of Great Barrier Reef Foundation tells Senate inquiry money was offered at meeting with Turnbull and Josh Frydenberg,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jul/30/malcolm-turnbull-present-when-443-million-dollars-offered-to-small-group-without-tender-inquiry-hears,"""Commonwealth Bank""",PM personally approved $443m fund for tiny Barrier Reef foundation Head of Great Barrier Reef Foundation tells Senate inquiry money was offered at meeting with Turnbull and Josh Frydenberg,0.19368829,0.0138108395,0.7925009,0.17987745,neutral
2018-08-06,Asic to embed staff in big banks to enforce compliance,Supervisors from corporate watchdog will be stationed inside Australia’s biggest financial institutions as part of crackdown,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/07/asic-to-embed-staff-in-big-banks-to-enforce-compliance,"""Commonwealth Bank""",Asic to embed staff in big banks to enforce compliance Supervisors from corporate watchdog will be stationed inside Australia’s biggest financial institutions as part of crackdown,0.028463729,0.5889453,0.38259095,-0.5604816,negative
2018-08-07,Australia's big four banks and AMP have had to pay or offer $222m to customers,Fee-for-no-service scandal grows as royal commission focuses on superannuation charges,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/07/australias-big-four-banks-and-amp-have-had-to-pay-or-offer-222m-to-customers,"""Commonwealth Bank""",Australia's big four banks and AMP have had to pay or offer $222m to customers Fee-for-no-service scandal grows as royal commission focuses on superannuation charges,0.0120885745,0.9569146,0.030996889,-0.944826,negative
2018-08-07,Greens want Australia's banks broken up over 'shocking degree of rot',"Party would force Westpac, ANZ, NAB and the Commonwealth Bank to divest wealth management arms",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/08/greens-want-australias-banks-broken-up-over-shocking-degree-of-rot,"""Commonwealth Bank""","Greens want Australia's banks broken up over 'shocking degree of rot' Party would force Westpac, ANZ, NAB and the Commonwealth Bank to divest wealth management arms",0.011605532,0.8877861,0.10060837,-0.8761805,negative
2018-08-08,AMP profits plunge 75% in wake of fees-for-no-service scandal,Wealth manager hurt by banking royal commission as Commonwealth Bank also suffers and sees eight-year run of profits end,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/08/commonwealth-bank-and-amp-profits-plunge-amid-regulatory-crackdown,"""Commonwealth Bank""",AMP profits plunge 75% in wake of fees-for-no-service scandal Wealth manager hurt by banking royal commission as Commonwealth Bank also suffers and sees eight-year run of profits end,0.014732691,0.9651635,0.020103805,-0.9504308,negative
2018-08-08,Sterling falls against dollar and euro amid fears of no-deal Brexit,Holidaymakers hit by weaker pound as markets factor in chance of chaotic exit from EU,The Guardian,Politics,https://www.theguardian.com/politics/2018/aug/08/sterling-falls-against-dollar-and-euro-amid-fears-of-no-deal-brexit,"""Commonwealth Bank""",Sterling falls against dollar and euro amid fears of no-deal Brexit Holidaymakers hit by weaker pound as markets factor in chance of chaotic exit from EU,0.07979994,0.88525444,0.034945644,-0.8054545,negative
2018-08-09,Thursday briefing: Pound down as markets factor in a hard Brexit,Theresa May woos Brexiter base over Chequers plan … rents climb amid shortage of homes for let … and the case for a nationalising our schools,The Guardian,World news,https://www.theguardian.com/world/2018/aug/09/thursday-briefing-pound-down-as-may-woos-brexiter-base,"""Commonwealth Bank""",Thursday briefing: Pound down as markets factor in a hard Brexit Theresa May woos Brexiter base over Chequers plan … rents climb amid shortage of homes for let … and the case for a nationalising our schools,0.058492742,0.9152724,0.02623482,-0.8567797,negative
2018-08-09,"Corporate Australia is locked in a culture war, but it's not about left and right",Columnist Janet Albrechtsen and corporate leaders are condemning the stock exchange push for reform. But what is so ‘dangerous’ about it?,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/10/corporate-australia-is-locked-in-a-culture-war-but-its-not-about-left-and-right,"""Commonwealth Bank""","Corporate Australia is locked in a culture war, but it's not about left and right Columnist Janet Albrechtsen and corporate leaders are condemning the stock exchange push for reform. But what is so ‘dangerous’ about it?",0.025454802,0.5309841,0.4435611,-0.5055293,negative
2018-08-10,'Stand up if you're an asylum seeker': the night corporate Australia made me cry,"A networking night, a LinkedIn profile, a new suit: these white collar acts that seem so banal may change the life of an asylum seeker",The Guardian,Opinion,https://www.theguardian.com/commentisfree/2018/aug/10/stand-up-if-youre-an-asylum-seeker-the-night-corporate-australia-made-me-cry,"""Commonwealth Bank""","'Stand up if you're an asylum seeker': the night corporate Australia made me cry A networking night, a LinkedIn profile, a new suit: these white collar acts that seem so banal may change the life of an asylum seeker",0.023513537,0.49042192,0.4860645,-0.4669084,negative
2018-08-15,Colonial First State admits​ super fees result in vastly different returns,"Trail commissions are banned for new accounts, but Productivity Commission believes 636,000 super members are still subject to them",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/15/colonial-first-state-admits-super-fees-result-in-vastly-different-returns,"""Commonwealth Bank""","Colonial First State admits​ super fees result in vastly different returns Trail commissions are banned for new accounts, but Productivity Commission believes 636,000 super members are still subject to them",0.028031165,0.2204188,0.75155,-0.19238763,neutral
2018-08-17,Superannuation scandal: four steps to ensure you're not being ripped off,"After the royal commission exposed large-scale rorting of super accounts, we explain how you can check whether your nest egg is being looked after",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/18/superannuation-scandal-four-steps-to-ensure-youre-not-being-ripped-off,"""Commonwealth Bank""","Superannuation scandal: four steps to ensure you're not being ripped off After the royal commission exposed large-scale rorting of super accounts, we explain how you can check whether your nest egg is being looked after",0.050586373,0.038496654,0.910917,0.012089718,neutral
2018-08-21,"Super trustees should face fines and jail for failing duties, senator says","Banking reform campaigner John Williams blames Labor and Greens for not supporting legislation, but urges PM to try again",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/22/super-trustees-should-face-fines-and-jail-for-failing-duties-senator-says,"""Commonwealth Bank""","Super trustees should face fines and jail for failing duties, senator says Banking reform campaigner John Williams blames Labor and Greens for not supporting legislation, but urges PM to try again",0.029860565,0.861397,0.10874237,-0.8315365,negative
2018-08-22,AMP's new chief could earn $8.3m in first year if he meets targets,Scandal-plagued bank criticised for persisting with short-term incentivised pay,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/22/amps-new-chief-could-earn-83m-in-first-year-if-he-meets-targets,"""Commonwealth Bank""",AMP's new chief could earn $8.3m in first year if he meets targets Scandal-plagued bank criticised for persisting with short-term incentivised pay,0.100478955,0.7590151,0.140506,-0.65853614,negative
2018-08-24,Banking inquiry accuses NAB and CBA of possible criminal offences,Royal commission comes down heavily on the two big banks and Australia’s corporate and financial regulators,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/25/banking-inquiry-accuses-nab-and-cba-of-possible-criminal-offences,"""Commonwealth Bank""",Banking inquiry accuses NAB and CBA of possible criminal offences Royal commission comes down heavily on the two big banks and Australia’s corporate and financial regulators,0.022116603,0.8293515,0.14853197,-0.8072349,negative
2018-09-01,Government's reef monitoring stalled during crisis bleaching event as funds dried up,"<strong>Exclusive</strong>: Marine Park Authority scaled back surveys in 2017, when mass bleaching occurred in successive years for first time",The Guardian,Environment,https://www.theguardian.com/environment/2018/sep/02/governments-reef-monitoring-stalled-during-crisis-bleaching-event-as-funds-dried-up,"""Commonwealth Bank""","Government's reef monitoring stalled during crisis bleaching event as funds dried up <strong>Exclusive</strong>: Marine Park Authority scaled back surveys in 2017, when mass bleaching occurred in successive years for first time",0.011560636,0.9489785,0.03946096,-0.93741786,negative
2018-09-04,Crossbench dismisses idea Coalition may deregister CFMEU,Independent Bob Katter says any move on construction union could ‘smash’ unionism in Australia,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/sep/04/crossbench-dismisses-idea-coalition-may-deregister-cfmeu,"""Commonwealth Bank""",Crossbench dismisses idea Coalition may deregister CFMEU Independent Bob Katter says any move on construction union could ‘smash’ unionism in Australia,0.020778876,0.88341403,0.095807105,-0.86263514,negative
2018-09-06,"Commonwealth and ANZ raise mortgage rates, blaming rising costs","Australia’s largest lender said that rates would increase by 0.15 percentage points in October, while ANZ hikes by 0.16 points",The Guardian,News,https://www.theguardian.com/news/2018/sep/06/commonwealth-and-anz-raise-mortgage-rates-blaming-rising-costs,"""Commonwealth Bank""","Commonwealth and ANZ raise mortgage rates, blaming rising costs Australia’s largest lender said that rates would increase by 0.15 percentage points in October, while ANZ hikes by 0.16 points",0.89848393,0.032845963,0.06867011,0.86563796,positive
2018-09-08,Big banks and employers do what they like - because they can,It’s swings and roundabouts - bank customers and workers get thrown off the roundabout and hit in the back of the head with the swing,The Guardian,Business,https://www.theguardian.com/business/grogonomics/2018/sep/09/big-banks-and-employers-do-what-they-like-because-they-can,"""Commonwealth Bank""",Big banks and employers do what they like - because they can It’s swings and roundabouts - bank customers and workers get thrown off the roundabout and hit in the back of the head with the swing,0.01922839,0.632563,0.34820864,-0.6133346,negative
